Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Greys,5,252.3997856,33443.15735,Military,84.13326186,No,397.502208,Yes,Male,After_16:00,0.720033668,0.109572095,3.483206872,2.70351622,1.440041088,9.13480069,4690,15.7753553,519.311045,5013.64417,57648.57042,Maybe,158008.0053,22.78839716,140.1721364,92.63556236,7172.539012,30,30-45,0,710.3073197,9,Foot_or_bicycle,Services_or_Retail,406.3543168,0,Yes
Purples,6,346.7666999,41025.72297,Social,115.5889,No,354.9278779,Yes,Female,By_16:00,0.602235846,0.497251508,NA,9.395779751,0.166293276,3.395527799,4065,5.754918908,448.5170582,4446.312895,51734.03529,No,125973.7985,21.17822132,170.4076689,17.67105588,13486.3827,70,45_and_up,1,652.6124164,13,Foot_or_bicycle,Student_or_Unemployed,426.9085526,2,Yes
Reds,1,133.4973468,21193.12295,Other,44.49911561,No,476.2594191,Yes,Female,By_16:00,0.480129017,0.305703278,4.500040002,6.542841217,1.868757419,9.738802051,3818,85.02079439,413.8490762,5590.292343,52539.12147,Maybe,226823.0342,20.34328086,89.65040955,94.4856768,2034.670406,50,Below_30,2,666.4984855,8,Car,Public_Sector,492.81675,2,Yes
Purples,6,195.1543444,23874.39383,Financial,65.05144814,No,367.0078763,Yes,Male,After_16:00,0.900418272,0.768934521,3.071334516,4.254235721,6.633768375,5.052490365,3429,14.88803013,343.7194441,4357.517651,43762.76375,No,134694.7812,18.53967217,214.981955,26.81127326,4306.742354,60,Below_30,4,564.0064247,10,Motorcycle_or_truck,Student_or_Unemployed,435.9162748,1,Yes
Turquoises,6,1801.480313,282466.8054,Healthcare,600.4934376,Yes,470.3911611,Yes,Male,By_16:00,0.598945584,0.168086364,5.469695865,2.021293885,7.753198717,6.312202597,4598,73.13109506,435.1642642,5574.24014,52939.34349,Yes,221267.8445,20.86059118,92.90150032,44.69623191,361202.8621,80,30-45,5,658.8946194,NA,Motorcycle_or_truck,Industry_or_other,440.4153309,1,No
Turquoises,4,1194.482718,169275.1952,Financial,398.1609061,Yes,425.1426812,Yes,Male,By_16:00,0.092896414,NA,7.713350696,1.647242312,7.384186394,7.170588982,9633,16.12730746,421.0395638,5093.50594,50065.74816,Yes,180746.2994,20.51924862,149.1043422,12.32633109,158940.2681,60,Below_30,4,620.4750381,9,Foot_or_bicycle,Public_Sector,398.0503252,1,Yes
Purples,5,783.374794,99964.09997,Financial,261.1249313,No,NA,Yes,Male,After_16:00,0.065238643,0.259134374,2.44188135,2.48993163,7.310792683,7.061000417,5514,83.2028474,334.961478,4498.132674,45619.16937,No,146551.8964,18.30195285,205.4801442,37.83296894,68457.3547,60,Below_30,1,607.4494841,8,Car,Hightech,535.4041136,0,No
Greens,1,231.0722988,24849.70876,Education,77.02409961,No,322.6225154,Yes,Male,By_16:00,0.814214802,0.862532237,9.77616732,4.101025024,8.136731037,5.747586621,6688,4.220634699,522.7939158,4271.812986,62409.28022,No,NA,22.86468709,237.692048,58.37026853,6019.736021,100,Below_30,4,831.0633887,15,Car,Hightech,656.5732258,0,Yes
Greys,6,351.8304445,58134.08946,Military,117.2768148,No,495.6997642,Yes,Male,After_16:00,0.56523174,0.691329346,2.678274577,9.119665644,1.833704214,8.906754784,5680,92.96768685,428.1718771,5813.341396,52605.41614,Maybe,245718.2562,20.69231444,99.33988762,75.7034949,13881.12811,30,45_and_up,4,650.6805349,9,Public_or_other,Industry_or_other,431.5117382,NA,No
Oranges,9,338.7288033,40771.88957,Other,112.9096011,No,361.1020601,Yes,Female,By_16:00,0.533183179,0.623290937,5.222575115,9.123011457,6.04666315,4.838812554,5133,73.09156237,489.2809022,4589.582405,57356.0631,Maybe,130394.6978,22.11969489,141.5352378,16.77426391,12871.48763,50,30-45,3,738.9598854,9,Motorcycle_or_truck,Services_or_Retail,524.9937347,0,Yes
Purples,8,773.0460029,114549.0661,Financial,257.682001,No,444.5365436,Yes,Female,After_16:00,0.65600797,0.955433959,2.801241588,8.008015824,6.327957348,3.964068159,7818,46.55220835,442.9042369,5331.17391,54129.4066,No,197612.7386,21.04529014,81.12450093,93.89948454,66667.69562,60,Below_30,1,685.2402156,10,Motorcycle_or_truck,Hightech,484.3454962,0,No
Purples,2,428.7341241,67209.91161,Social,142.9113747,No,470.2908481,Yes,Female,After_16:00,0.399381655,0.633433457,5.617655835,2.401428379,1.609419482,3.102839917,6757,73.497228,417.9002153,5538.708912,53588.542,No,221173.4818,20.44260784,NA,69.21128107,20576.57239,70,Below_30,3,687.5214603,12,Car,Hightech,528.7643633,0,Yes
Yellows,4,1411.098351,45362.15401,Social,470.3661171,Yes,96.44009711,Yes,Female,By_16:00,0.264082148,0.086409351,NA,2.70127438,2.093144173,6.17317192,3117,76.05592578,585.1928973,2134.786766,63975.25032,Yes,9300.69233,24.19076058,447.9648486,36.14482947,221724.6502,70,Below_30,2,873.7162452,12,Motorcycle_or_truck,Services_or_Retail,674.7972558,0,No
Whites,10,381.9145264,68900.24438,Healthcare,127.3048421,No,541.2224958,No,Male,After_16:00,0.919482645,0.073802209,8.996651911,0.088761104,1.714845772,8.144264985,8625,12.65312952,406.6480456,6225.521049,52781.84574,No,292921.79,20.16551625,103.9134641,52.40901941,16343.82767,80,Below_30,0,660.3059181,9,Public_or_other,Student_or_Unemployed,NA,1,No
Yellows,1,1061.717074,197542.2991,Education,353.9056915,Yes,558.1777968,No,Female,After_16:00,0.102059229,0.535141442,1.549862528,3.609084617,3.989996847,8.306428632,8373,86.56270136,345.6054611,6272.98889,44269.78311,Yes,311562.4528,18.59046694,251.5630114,55.33335579,125613.1441,100,Below_30,2,521.9132093,14,Foot_or_bicycle,Student_or_Unemployed,310.1010294,0,Yes
Greens,3,171.1634207,15640.86184,Social,57.05447357,No,274.1390966,Yes,Female,By_16:00,0.076648042,0.481381257,4.055852827,0.135806915,3.834343723,9.218820552,3676,4.94576192,478.9446871,3699.28034,57912.04516,No,75152.24428,21.88480494,271.6166544,46.30806916,3322.267428,70,45_and_up,0,783.1620749,11,Foot_or_bicycle,Hightech,649.3958936,0,No
Browns,8,360.0325309,35014.20067,Healthcare,120.0108436,No,291.7586412,Yes,Female,By_16:00,0.261354854,0.898886211,2.633680194,9.193372775,5.224799321,0.244262004,8376,29.5568286,368.1763024,3653.939017,43385.93436,No,85123.1047,19.18792074,NA,84.60179924,14532.61344,80,30-45,2,555.5765638,7,Public_or_other,Industry_or_other,390.0840549,0,Yes
Greens,8,91.3460582,8933.766128,Financial,30.44868607,No,293.4039948,Yes,Male,After_16:00,0.342687174,0.483013635,0.671382041,1.501925725,2.711955253,3.775937536,7197,3.099145903,500.7281343,3935.496217,60359.46048,No,86085.90417,22.37695543,264.8985482,48.02212671,967.5711692,60,30-45,4,812.8944557,11,Public_or_other,Hightech,665.7974706,0,No
Turquoises,3,1396.265907,197540.5484,Healthcare,465.4219689,Yes,424.4332274,Yes,Female,After_16:00,0.122296522,0.378675558,7.19371967,1.17625514,6.462761743,3.85240542,7185,76.10305713,432.6679067,5109.668087,50968.67728,Yes,180143.5645,20.80067082,144.1303721,77.31821144,217093.0311,80,30-45,2,630.5374795,13,Motorcycle_or_truck,Hightech,397.3860816,0,Yes
Browns,8,267.5887711,42455.89311,Healthcare,89.19625703,No,475.9829002,Yes,Male,By_16:00,0.171460012,0.23304296,8.547297358,4.981503501,6.972112667,4.351374563,4198,64.63850383,444.1610074,5648.151017,54676.29172,No,226559.7213,21.0751277,63.83354944,39.42990161,8055.168525,80,Below_30,1,687.5975841,7,Car,Hightech,NA,0,No
Pinks,4,269.6285491,26377.41142,Financial,89.87618303,No,293.4861109,Yes,Male,By_16:00,0.079693436,0.043646495,8.050801605,1.281409569,2.444034724,NA,3185,27.01455175,367.5850072,3670.031123,44822.11852,No,86134.0973,19.17250654,249.7238097,59.96779974,8177.604459,60,45_and_up,2,586.8284667,7,Foot_or_bicycle,Hightech,453.3066983,0,Yes
Greens,8,177.2971593,19512.85586,Social,59.0990531,No,NA,Yes,Male,By_16:00,0.830718312,0.332949464,3.314367041,1.943720183,9.572515087,7.122015546,4218,81.57599044,528.4536317,4358.627821,62382.51871,No,109013.5864,22.98811936,215.8436964,74.61918104,3561.797131,70,30-45,1,823.6972834,11,Motorcycle_or_truck,Public_Sector,630.1436187,1,Yes
Purples,6,262.1288381,37173.54392,Environment,87.37627936,No,425.4420558,Yes,Female,By_16:00,0.694958954,0.929639633,9.440564795,5.322559294,8.712513084,3.998502577,6873,83.48812743,422.9266965,5100.273951,53026.72276,No,181000.9428,20.56518166,109.0839426,92.12510863,7731.990475,90,Below_30,0,683.1797995,13,Public_or_other,Public_Sector,520.0031342,0,No
Browns,6,504.0060459,57929.21191,Healthcare,168.0020153,No,344.8126012,Yes,Male,By_16:00,0.064761542,0.096189256,7.347694184,8.092361016,2.097015118,8.403453317,3967,75.64339251,408.8347115,4265.795435,48271.06252,No,118895.73,20.21966151,196.2197628,93.11770652,28402.67916,80,30-45,2,613.3557914,8,Public_or_other,Student_or_Unemployed,421.846582,2,No
Greens,10,134.9752567,11743.00246,Healthcare,44.99175224,No,261.003448,Yes,Female,After_16:00,NA,0.738912432,2.276864811,9.551921724,6.907981134,8.434150028,7513,NA,514.2246009,3638.483681,60235.55286,No,68122.79985,22.67652092,276.051351,80.26830929,2079.249522,80,45_and_up,3,807.6095762,14,Foot_or_bicycle,Hightech,637.4141813,0,Yes
Blues,5,1503.974489,191484.2137,Social,501.3248296,Yes,381.9563732,Yes,Female,After_16:00,0.263525432,0.252203092,2.672577361,3.234903847,1.428058012,6.577857425,9508,24.26019595,17.45017247,3854.464077,9314.913628,Yes,145890.671,4.177340359,662.3037739,93.81061872,251837.9096,70,Below_30,4,84.89299874,13,Car,Student_or_Unemployed,61.98441239,0,Yes
Browns,8,502.9066357,54389.44424,Environment,167.6355452,No,324.4505464,Yes,Male,By_16:00,0.51606898,0.348950463,5.967641911,1.771064948,8.166789999,8.415345352,4610,21.89935108,372.025773,3988.557009,45243.34804,No,105268.157,19.28796964,227.2564355,35.20444026,28279.31157,90,45_and_up,4,583.9123137,8,Public_or_other,Public_Sector,433.2881268,0,No
Browns,2,267.977665,24020.30163,Social,89.32588835,No,268.906384,Yes,Female,After_16:00,0.329466284,0.951646731,6.257591897,2.457322299,8.987790581,5.092113176,8333,38.95519101,347.7938714,3384.651583,40731.45351,No,72310.64336,18.64923246,309.0125426,61.39403782,8078.440217,70,45_and_up,4,521.1341504,6,Motorcycle_or_truck,Services_or_Retail,362.4580554,2,Yes
Turquoises,3,2001.765894,332285.019,Healthcare,667.2552979,Yes,497.9878317,Yes,Female,After_16:00,0.778881482,0.331860918,4.964090327,1.46014001,6.469079684,1.023603692,9296,87.14033922,455.4007757,5890.679868,55621.68328,Yes,247991.8805,21.34012127,55.96403307,5.535803922,445906.8879,80,45_and_up,0,692.7861787,12,Public_or_other,Industry_or_other,466.2533947,0,No
Greens,8,338.1299859,31047.21589,Healthcare,112.7099953,No,275.4610699,Yes,Female,After_16:00,0.672109458,0.094140916,6.65068419,8.914900138,2.641297546,2.368460838,9715,31.86725257,508.6966595,3772.004018,60716.20941,No,75878.80103,22.55430468,279.8813479,70.38198437,12826.25303,80,30-45,2,NA,10,Public_or_other,Hightech,666.853846,0,No
Oranges,2,137.2938159,19748.19641,Military,45.7646053,No,431.5168084,Yes,Female,By_16:00,0.817377892,0.856551299,4.086588251,0.324069674,2.865506771,6.745429176,4605,24.48229739,444.7223156,5204.612715,56049.40595,Maybe,186206.7559,21.08844033,113.1551499,17.48350922,2150.163703,30,Below_30,3,NA,8,Motorcycle_or_truck,Industry_or_other,571.1232593,0,No
Purples,9,128.3787404,19414.38273,Social,42.79291347,No,453.6821906,Yes,Male,By_16:00,0.96343631,0.387438245,6.56677647,1.588668795,6.465929458,8.348435897,4611,43.5332055,513.9723568,5564.76662,61205.94853,No,205827.5301,22.67095844,61.56082116,34.3573482,1884.026357,70,Below_30,1,776.977313,9,Car,Student_or_Unemployed,538.0679456,0,No
Yellows,7,1019.500892,181962.3244,Healthcare,339.8336308,Yes,535.4453119,No,Male,By_16:00,0.014891036,0.625982782,4.910507952,NA,3.653222413,3.011321917,4601,0.888898643,614.4949439,6583.443007,65375.36535,Yes,286701.682,24.78900853,225.2633319,84.85383862,115836.7302,NA,Below_30,1,761.2247533,10,Car,Public_Sector,309.2695452,2,No
Purples,9,97.44586855,11882.18234,Environment,32.48195618,No,365.8087054,Yes,Female,After_16:00,0.696515035,0.012081375,3.577454977,7.776670833,0.527595014,2.023763314,7211,72.59707663,337.2451146,4332.577283,44565.13432,No,133816.009,18.36423466,211.0213425,0.155989197,1097.559434,90,Below_30,1,587.205325,12,Motorcycle_or_truck,Hightech,494.2077026,4,No
Pinks,3,NA,19658.05464,Financial,27.39139655,No,717.672595,No,Female,After_16:00,0.465671587,0.814287667,2.094277642,4.762766357,3.509985155,4.892106685,7257,34.04853537,690.0441031,8556.814157,79750.18141,No,515053.9537,26.26869055,291.2932899,34.19779718,787.6800015,60,45_and_up,2,961.2030184,7,Car,Student_or_Unemployed,536.7921322,5,Yes
Pinks,3,213.6609769,50290.46297,Healthcare,71.22032565,No,706.1251477,No,Female,After_16:00,0.108476664,0.708190094,0.736789475,1.917099149,7.126367011,3.365136082,8047,NA,657.6259168,8376.503311,76027.08719,No,498612.7242,NA,259.5146464,83.69672943,5153.555111,80,Below_30,0,910.5820645,9,Motorcycle_or_truck,Student_or_Unemployed,496.2124493,1,Yes
Greens,8,445.7436215,46833.55237,Social,148.5812072,No,315.2050873,Yes,Female,After_16:00,0.8016541,0.964873211,6.384560785,5.532844756,7.346381198,7.140458119,7279,10.09581839,477.3113501,4106.673573,58842.35467,No,99354.24704,21.84745638,248.8891003,87.10565839,22234.95633,70,30-45,3,793.6868147,13,Public_or_other,Industry_or_other,665.1721818,0,Yes
Blues,1,1456.243903,118195.6197,Environment,485.4146344,Yes,243.4941415,Yes,Male,After_16:00,0.339644384,0.673738099,9.248889163,4.872312422,3.18619262,1.652162066,8108,21.79907099,601.0432944,3637.028004,55859.11938,Yes,59289.39694,24.51618434,439.2060313,23.17351936,236122.7819,90,NA,2,NA,11,Public_or_other,Hightech,158.098062,1,No
Whites,7,406.3825516,65812.1923,Social,135.4608505,No,485.8392077,Yes,Male,By_16:00,0.770249608,0.079148687,2.986059072,6.522216427,0.194880783,NA,8742,21.49884666,449.8478016,5758.08768,55529.06005,No,236039.7357,21.20961578,52.96823296,24.25526613,18495.10288,70,45_and_up,2,698.7071464,8,Public_or_other,Industry_or_other,490.5204085,1,No
Blues,1,1616.732373,356269.7996,Environment,538.910791,Yes,661.0923469,No,Female,After_16:00,0.030662622,NA,8.910322059,0.288239676,5.465782643,7.842649166,6170,50.13131914,715.419168,8041.761805,82393.51716,Yes,437043.0912,26.74732076,288.8594831,73.17309894,290973.7515,90,30-45,0,1012.625917,12,Foot_or_bicycle,Hightech,605.278862,3,No
Purples,2,888.4775875,124569.7602,Social,296.1591958,No,420.6175664,Yes,Female,NA,0.775418185,0.213766721,5.578849895,9.106271251,0.813263282,8.633088334,3003,78.87411576,479.0592144,5164.294092,55914.95491,No,176919.1371,21.88742137,94.15530051,87.25195793,88016.42847,70,Below_30,2,700.1654653,12,Motorcycle_or_truck,Hightech,453.9008314,0,No
Blues,7,2032.929759,35102.36636,Education,677.6432529,Yes,51.80065795,Yes,Female,After_16:00,0.405992534,0.916818506,3.12342989,6.142726145,1.210170453,6.311322439,5029,11.80672802,355.6875998,1229.381779,42061.97794,Yes,2683.308165,18.85968186,473.8689014,83.43151496,459888.0214,100,45_and_up,2,601.9588788,12,Car,Hightech,553.3199464,0,Yes
Purples,9,504.6175877,74367.3991,Healthcare,168.2058626,No,442.1213266,Yes,Female,After_16:00,0.327056772,0.622560862,9.86282351,7.046090735,7.458563668,5.338310769,3820,60.25488502,472.4797626,5366.172791,58464.62809,No,195471.2674,21.73659961,96.20269374,59.98752033,28471.41806,80,Below_30,3,755.3174956,12,Foot_or_bicycle,Student_or_Unemployed,571.7471531,1,Yes
Browns,10,321.8826703,38080.44527,Environment,107.2942234,No,354.9160807,Yes,Male,By_16:00,0.245761148,0.643334351,1.471020794,3.604477246,1.268531657,7.671656762,6500,19.34548428,373.8846457,4296.930099,45633.60538,No,125965.4243,19.33609696,207.7317848,30.76863349,11629.34461,90,Below_30,2,582.6238838,9,Public_or_other,Public_Sector,421.2721892,0,No
Greens,1,281.8124135,28475.57324,Education,93.93747116,No,303.1332746,Yes,Male,After_16:00,0.460966556,0.801908382,7.660468642,2.663174998,9.627868908,5.254956894,3691,3.321297537,530.9379355,4093.208617,62855.10694,No,91889.78217,23.04209052,256.8443592,43.79945241,8928.185958,100,Below_30,2,839.1750006,15,Car,Student_or_Unemployed,662.0350624,0,Yes
Greens,7,48.63189067,4909.378407,Financial,16.21063022,No,302.8493241,Yes,Male,After_16:00,0.640701657,0.482292451,1.003959456,8.219743159,1.255189662,5.018531797,6424,39.75159656,536.3933233,4101.279888,63293.27201,No,91717.71313,23.16016674,257.9549438,79.41222815,288.9951625,60,Below_30,0,844.1990892,11,Car,Student_or_Unemployed,662.3203316,1,No
Blues,5,2038.500061,132448.7448,Education,679.5000202,Yes,194.9208843,Yes,Female,By_16:00,0.213169976,0.690247508,9.685813894,1.234597403,7.920096044,1.907050235,9127,1.305254432,176.8078276,2302.824498,19829.71356,Yes,37994.15112,13.29691045,595.8619728,92.18768917,462409.7774,100,Below_30,3,230.1720097,13,Foot_or_bicycle,Hightech,103.1057528,1,NA
Turquoises,8,1781.842579,274364.7178,Environment,593.9475264,Yes,461.9342713,Yes,Male,By_16:00,0.223147474,0.979457921,3.70217086,5.489681892,3.045474244,2.890845106,9601,52.59114117,487.05801,5593.458733,56764.96267,Yes,213383.271,22.06939079,78.56908629,18.27773356,353377.6117,90,Below_30,2,700.7943157,12,Public_or_other,Hightech,432.4973592,3,No
Purples,10,742.0976846,93770.61449,Social,247.3658949,No,379.0765681,Yes,Female,By_16:00,0.054663014,0.059907037,5.505965105,4.478993446,6.974987003,0.992746849,8353,96.34735389,417.2479363,4625.261553,50929.67493,No,143699.0445,20.4266477,147.5280322,91.79477051,61447.25184,70,30-45,4,654.8555467,12,Public_or_other,Services_or_Retail,482.8494944,0,Yes
Purples,5,505.3507266,65547.47762,Financial,168.4502422,No,389.1207087,Yes,Female,By_16:00,0.932906055,0.782415235,1.24992941,9.664367337,1.689194415,7.288606674,8111,75.15919686,386.0028331,4663.212753,48755.34197,No,151414.9259,19.6469548,159.3687504,57.47278321,28553.93434,60,45_and_up,2,631.098605,11,Car,Public_Sector,489.5679687,0,No
Browns,6,212.2581005,NA,Environment,70.75270016,No,505.8222329,No,Male,By_16:00,0.96044744,0.522440241,9.85822656,0.120833814,5.284245946,2.802355378,4972,38.67724913,466.5130444,5991.248418,56778.76663,No,255856.1313,21.59891304,43.96140437,61.53904032,5086.69728,90,30-45,4,706.5036397,9,Motorcycle_or_truck,Student_or_Unemployed,472.1193529,0,Yes
Turquoises,9,1129.701628,159920.5234,Financial,376.5672095,Yes,424.679896,Yes,Female,After_16:00,0.873523294,0.470247649,3.532974813,2.134835562,7.748690068,7.786248112,6383,57.98414,486.9995354,5220.798031,55324.71278,Yes,180353.0141,22.06806596,127.766985,7.518194779,142189.4305,NA,45_and_up,2,679.576087,10,Car,Hightech,397.6170311,0,No
Purples,5,623.4771301,82368.1018,Financial,207.82571,No,396.3325894,Yes,Female,By_16:00,0.993784301,0.58134932,7.245406865,3.93896942,8.292532919,3.891854242,8705,56.28497063,412.6670556,4788.660005,51456.92347,No,157079.5214,20.31420822,135.8459441,87.40617703,43409.35146,60,30-45,4,665.5098048,8,Public_or_other,Hightech,508.9523917,NA,No
Purples,8,783.4318528,111640.6321,Social,261.1439509,No,427.5061004,Yes,Female,By_16:00,0.404121584,0.189304781,9.401662583,0.116636707,0.847946247,1.884284194,9312,74.99783062,405.632082,5086.325168,52192.20796,No,182761.4659,20.14030988,126.309725,59.04934518,68467.30706,70,30-45,1,678.9942164,12,Foot_or_bicycle,Industry_or_other,542.3494651,1,Yes
Reds,4,569.4538564,89384.81659,Foreign_Affairs,189.8179521,No,470.897592,Yes,Male,By_16:00,0.615043431,0.093752726,1.261122124,4.343893602,5.850797591,1.786140171,8584,26.72759057,425.5552465,5560.086413,54218.18802,Maybe,221744.5422,20.62899044,85.05164115,10.50105295,36230.67291,40,45_and_up,0,694.6222905,7,Public_or_other,Public_Sector,529.0656188,4,No
Browns,6,942.7909106,95094.06635,Healthcare,314.2636369,No,302.5932854,Yes,Male,After_16:00,0.485215516,0.709496519,4.287972408,4.96489746,6.103095189,2.817497123,8707,36.32881863,400.9889849,3827.910823,46968.44502,No,91562.69635,20.02470936,233.6522005,20.94939426,99085.89709,80,45_and_up,1,603.0024665,8,Public_or_other,Services_or_Retail,423.7061033,0,No
Browns,5,920.1377059,99034.92055,Education,306.7125686,No,322.8916278,Yes,Female,After_16:00,0.296771587,0.795352653,1.588090921,8.871741458,4.710834383,9.920276392,6175,4.116122704,380.4041299,3989.724538,44918.70339,No,104259.0033,19.50395165,239.8158196,88.76059721,94389.31232,100,Below_30,2,570.2445171,10,Foot_or_bicycle,Public_Sector,391.1832747,0,No
Purples,NA,645.4925439,85701.61094,Financial,215.1641813,No,398.3079824,Yes,Male,By_16:00,0.909167912,0.687376363,4.599723045,2.466314742,9.082592148,8.130054201,8346,48.97730022,424.341056,4831.761936,51232.88509,No,158649.2489,20.59954019,133.7982879,15.62446642,46520.7891,60,45_and_up,0,650.3108987,9,Car,Public_Sector,457.1463003,0,No
